,BJD_CODE,KAPT_NAME,KAPT_CODE,BJD_NAME
,2917013000,용두주공아파트1차,A50083301,광주광역시 북구 신용동
,2917012900,광명1차,A50083401,광주광역시 북구 연제동
,2917012900,연제동 광명2차아파트,A50083403,광주광역시 북구 연제동
,2917012900,연제동새한아파트,A50083404,광주광역시 북구 연제동
,2917011500,대웅아파트,A50083901,광주광역시 북구 오치동
,2917010700,용봉금호,A50084502,광주광역시 북구 용봉동
,2917010700,현대아파트,A50084509,광주광역시 북구 용봉동
,2917010700,쌍용예가,A50084514,광주광역시 북구 용봉동
,2917010700,용봉신동아아파트,A50084607,광주광역시 북구 용봉동
,2917010700,용봉모아미래도,A50084613,광주광역시 북구 용봉동
,2917011000,우산동현대,A50085101,광주광역시 북구 우산동
,2917010900,미라보3차,A50085601,광주광역시 북구 운암동
,2917012700,대림2차,A50086506,광주광역시 북구 일곡동
,2917012700,쌍용아파트,A50086507,광주광역시 북구 일곡동
,2917012700,금호아파트,A50086510,광주광역시 북구 일곡동
,2917012700,롯데아파트,A50086516,광주광역시 북구 일곡동
,2917012700,호반일신,A50086604,광주광역시 북구 일곡동
,2917012700,일곡대우아파트,A50086705,광주광역시 북구 일곡동
,2917012700,한일아파트,A50086712,광주광역시 북구 일곡동
,2917012700,일곡청솔1차아파트,A50086714,광주광역시 북구 일곡동
,2917010500,평화맨션,A50086901,광주광역시 북구 임동
,2917010500,임동2단지한국아델리움,A50086903,광주광역시 북구 임동
,2917012800,양산동남2차,A50088703,광주광역시 북구 양산동
,2917012800,우미아파트,A50088708,광주광역시 북구 양산동
,2917012800,양산일신2차,A50088713,광주광역시 북구 양산동
,2917012800,한양아파트,A50088801,광주광역시 북구 양산동
,2917012800,양산동 금광아파트,A50088802,광주광역시 북구 양산동
,2917012800,양산동한국,A50088806,광주광역시 북구 양산동
,2917012800,양산주공아파트,A50088811,광주광역시 북구 양산동
,2917011700,매곡_대성베르힐,A50089115,광주광역시 북구 매곡동
,2917011400,율곡타운,A50089402,광주광역시 북구 두암동
,2917012800,GS그린자이1차,A50089509,광주광역시 북구 양산동
,2917012800,GS그린자이2차,A50089612,광주광역시 북구 양산동
,2917012800,양산동영무예다음,A50090315,광주광역시 북구 양산동
,2917012800,양산2차호반리젠시빌,A50090316,광주광역시 북구 양산동
,2917012800,송지트리뷰아파트,A50090317,광주광역시 북구 양산동
,2917010800,푸른마을주공4단지,A50090713,광주광역시 북구 동림동
,2917010800,삼라마이다스,A50090714,광주광역시 북구 동림동
,2914013300,동천마을 1단지,A50090715,광주광역시 서구 동천동
,2911010900,금호주상복합아파트,A50108001,광주광역시 동구 계림동
,2911011000,광명아파트,A50109001,광주광역시 동구 산수동
,2911011000,두암타운,A50109002,광주광역시 동구 산수동
,2911011100,삼성아파트,A50115001,광주광역시 동구 지산동
,2911012200,삼익세라믹,A50119007,광주광역시 동구 학동
,2911010200,금남로AM-CITY하이클래스,A50171301,광주광역시 동구 금남로5가
,2911013000,충장아트원,A50172501,광주광역시 동구 충장로4가
,2911012200,학2마을아파트,A50174501,광주광역시 동구 학동
,2911010900,계림금호1차,A50175101,광주광역시 동구 계림동
,2911010900,두산위브,A50180001,광주광역시 동구 계림동
,2911011900,소태진아2차하이빌,A50182601,광주광역시 동구 소태동
,2911011900,대아아파트,A50182801,광주광역시 동구 소태동
,2911011900,모아미래도,A50182802,광주광역시 동구 소태동
,2911012600,한국아파트,A50183101,광주광역시 동구 용산동
,2911012600,동산타워,A50183102,광주광역시 동구 용산동
,2911012600,호반3차아파트,A50183103,광주광역시 동구 용산동
,2911012100,무등파크2차,A50183301,광주광역시 동구 운림동
,2911012100,라인1차,A50183302,광주광역시 동구 운림동
,2911012100,무등1차,A50183303,광주광역시 동구 운림동
,2911012100,운림라인광명,A50183304,광주광역시 동구 운림동
,2911012100,라인2차,A50183405,광주광역시 동구 운림동
,2911011100,지산휴먼시아,A50183801,광주광역시 동구 지산동
,2911012200,학1마을,A50184004,광주광역시 동구 학동
,2911012200,학동금호베스트빌,A50184203,광주광역시 동구 학동
,2911012200,현대아파트,A50184302,광주광역시 동구 학동
,2911012200,아남,A50184605,광주광역시 동구 학동
,2911012200,평화맨션,A50184706,광주광역시 동구 학동
,2911012200,학동백화아파트,A50184901,광주광역시 동구 학동
,2914013200,매월EG스위트밸리,A50215301,광주광역시 서구 매월동
,2914013000,금호동쌍용예가,A50215411,광주광역시 서구 금호동
,2914013100,상무자이,A50215701,광주광역시 서구 마륵동
,2914010600,중흥파크맨션,A50220001,광주광역시 서구 농성동
,2914010600,삼익맨션,A50220002,광주광역시 서구 농성동
,2914010400,양동금호1차,A50222001,광주광역시 서구 양동
,2914010400,양동삼익맨션,A50222002,광주광역시 서구 양동
,2914010400,그린파크,A50222003,광주광역시 서구 양동
,2914010400,양동금호2차,A50222005,광주광역시 서구 양동
,2914010400,양동휴먼시아,A50222006,광주광역시 서구 양동
,2914011900,럭키아파트,A50224004,광주광역시 서구 화정동
,2914011900,화정동유탑유블레스,A50224005,광주광역시 서구 화정동
,2914011900,화정고운하이플러스,A50224006,광주광역시 서구 화정동
,2914011900,중흥파크,A50224101,광주광역시 서구 화정동
,2914011900,현대아파트,A50224102,광주광역시 서구 화정동
,2914011900,화정금호1차,A50224401,광주광역시 서구 화정동
,2914011900,화정우미,A50224406,광주광역시 서구 화정동
,2914011900,화정태영,A50224407,광주광역시 서구 화정동
,2914011900,화정모아맨션,A50224409,광주광역시 서구 화정동
,2914011800,동남,A50226001,광주광역시 서구 쌍촌동
,2914011800,대주아파트,A50226002,광주광역시 서구 쌍촌동
,2914011800,상무우미아트빌,A50226004,광주광역시 서구 쌍촌동
,2914011800,쌍촌동현대아파트,A50226005,광주광역시 서구 쌍촌동
,2914011800,광명하이츠타운,A50226006,광주광역시 서구 쌍촌동
,2914011900,화정신동아,A50270405,광주광역시 서구 화정동
,2914011900,화정광명,A50270406,광주광역시 서구 화정동
,2914011500,광천e편한세상아파트,A50271202,광주광역시 서구 광천동
,2914012000,금호갤러리303,A50271501,광주광역시 서구 치평동
,2914012000,상무리채2차,A50271502,광주광역시 서구 치평동
,2914011900,삼익맨션,A50273305,광주광역시 서구 화정동
,2914011900,무등파크,A50273306,광주광역시 서구 화정동
,2914010600,농성동산,A50273601,광주광역시 서구 농성동
,2914010600,유탑유블레스,A50274001,광주광역시 서구 농성동
,2914013000,마재마을송촌파인힐,A50274701,광주광역시 서구 금호동
,2914013000,금호베스트빌,A50274702,광주광역시 서구 금호동
,2914013000,금호2차진흥더루벤스,A50274703,광주광역시 서구 금호동
,2914013100,상무한신휴플러스,A50275001,광주광역시 서구 마륵동
,2914011800,쌍촌일신,A50275202,광주광역시 서구 쌍촌동
,2914011800,모아제일,A50275203,광주광역시 서구 쌍촌동
,2914011800,상무힐스테이트,A50275207,광주광역시 서구 쌍촌동
,2914011800,쌍촌시영3단지아파트,A50275208,광주광역시 서구 쌍촌동
,2914011800,신천힐탑맨션,A50275209,광주광역시 서구 쌍촌동
,2914011800,상무푸르지오,A50275210,광주광역시 서구 쌍촌동
,2914011800,쌍촌주공분양,A50275211,광주광역시 서구 쌍촌동
,2914011800,가도스타디움2차,A50275213,광주광역시 서구 쌍촌동
,2914011800,상무중흥S-클래스,A50275301,광주광역시 서구 쌍촌동
,2914013000,마재마을주은,A50276216,광주광역시 서구 금호동
,2914012000,금호대우,A50277119,광주광역시 서구 치평동
,2914012800,풍암한신,A50277620,광주광역시 서구 풍암동
,2914012800,풍암2차한국아델리움,A50277621,광주광역시 서구 풍암동
,2914012800,풍암2단지대주파크빌,A50277622,광주광역시 서구 풍암동
,2914012800,풍암광명메이루즈,A50277623,광주광역시 서구 풍암동
,2914011900,화정라인동산,A50279911,광주광역시 서구 화정동
,2914011900,염주주공,A50279912,광주광역시 서구 화정동
,2914013000,코아루아파트,A50280303,광주광역시 서구 금호동
,2914013000,금호동로렌시아아파트,A50280305,광주광역시 서구 금호동
,2914013000,진흥더블파크,A50280307,광주광역시 서구 금호동
,2914013000,금호동종원팰리스빌,A50280328,광주광역시 서구 금호동
,2914013000,명지아파트,A50280401,광주광역시 서구 금호동
,2914013000,금호일신아파트,A50280402,광주광역시 서구 금호동
,2914013000,한국아파트,A50280404,광주광역시 서구 금호동
,2914013000,우미호반,A50280410,광주광역시 서구 금호동
,2914013000,라인아파트,A50280418,광주광역시 서구 금호동
,2914013000,해광대덕무지개,A50280506,광주광역시 서구 금호동
,2914013000,삼능공간,A50280508,광주광역시 서구 금호동
,2914013000,시영분양,A50280520,광주광역시 서구 금호동
,2914013000,시영1단지,A50280524,광주광역시 서구 금호동
,2914013000,금호2지구한국아파트,A50280609,광주광역시 서구 금호동
,2914013000,모아아파트,A50280613,광주광역시 서구 금호동
,2914013000,도시공사2단지,A50280615,광주광역시 서구 금호동
,2914013000,도시공사1단지,A50280617,광주광역시 서구 금호동
,2914013000,금호3차호반리젠시빌,A50280619,광주광역시 서구 금호동
,2914013000,풍암중흥1단지,A50280626,광주광역시 서구 금호동
,2914013000,시영영구임대,A50280627,광주광역시 서구 금호동
,2914012100,해태아파트,A50280801,광주광역시 서구 내방동
,2914012100,솔뫼타운아파트,A50280802,광주광역시 서구 내방동
,2914012100,내방마을주공,A50280803,광주광역시 서구 내방동
,2914011800,중흥광명아파트,A50282101,광주광역시 서구 쌍촌동
,2914011800,쌍촌시영2차,A50282103,광주광역시 서구 쌍촌동
,2914011800,빛고을파크쌍촌시영1차,A50282104,광주광역시 서구 쌍촌동
,2914011800,쌍촌주공임대,A50282105,광주광역시 서구 쌍촌동
,2914012000,상무우미1차,A50282813,광주광역시 서구 치평동
,2914012000,상무1차라인동산,A50282817,광주광역시 서구 치평동
,2914012000,한국아파트,A50282902,광주광역시 서구 치평동
,2914012000,상무호반1차 아파트,A50282904,광주광역시 서구 치평동
,2914012000,현대아파트,A50282909,광주광역시 서구 치평동
,2914012000,상무금호4차,A50282910,광주광역시 서구 치평동
,2914012000,상무중흥파크1단지,A50283006,광주광역시 서구 치평동
,2914012000,대주1차아파트,A50283007,광주광역시 서구 치평동
,2914012000,상무3단지금호타운,A50283011,광주광역시 서구 치평동
,2914012000,해광한신,A50283012,광주광역시 서구 치평동
,2914012000,상무2차라인대주,A50283015,광주광역시 서구 치평동
,2914012000,금호쌍용,A50283016,광주광역시 서구 치평동
,2914012000,중흥파크2차,A50283018,광주광역시 서구 치평동
,2914012800,풍암4차대주파크빌,A50283101,광주광역시 서구 풍암동
,2914012800,풍암에스케이뷰,A50283107,광주광역시 서구 풍암동
,2914012800,동부센트레빌,A50283116,광주광역시 서구 풍암동
,2914012800,풍암1차호반아파트,A50283210,광주광역시 서구 풍암동
,2914012800,삼능남양,A50283211,광주광역시 서구 풍암동
,2914012800,풍암중흥2차아파트,A50283213,광주광역시 서구 풍암동
,2914012800,현대아파트,A50283214,광주광역시 서구 풍암동
,2914012800,새한센시빌,A50283215,광주광역시 서구 풍암동
,2914012800,풍암중흥3차,A50283302,광주광역시 서구 풍암동
,2914012800,풍암3차대주파크빌아파트,A50283303,광주광역시 서구 풍암동
,2914013000,마재대주파크빌,A50283304,광주광역시 서구 금호동
,2914012800,금호2차,A50283305,광주광역시 서구 풍암동
,2914012800,모아아파트,A50283306,광주광역시 서구 풍암동
,2914012800,현대삼환아파트,A50283308,광주광역시 서구 풍암동
,2914012800,한국1차아파트,A50283309,광주광역시 서구 풍암동
,2914012800,풍암금호타운1차,A50283312,광주광역시 서구 풍암동
,2914012800,주은모아,A50283317,광주광역시 서구 풍암동
,2914012800,풍암부영2차,A50283318,광주광역시 서구 풍암동
,2914012800,우미광장아파트,A50283319,광주광역시 서구 풍암동
,2914011900,화정대주피오레,A50283701,광주광역시 서구 화정동
,2914011900,화정금호3차,A50283802,광주광역시 서구 화정동
,2914011900,꽃담마을e-편한세상,A50283803,광주광역시 서구 화정동
,2914011900,화정호반,A50283905,광주광역시 서구 화정동
,2914011900,화정대주,A50284201,광주광역시 서구 화정동
,2914011900,화정한양,A50284202,광주광역시 서구 화정동
,2914011900,화정2동금호타운,A50284204,광주광역시 서구 화정동
,2914011900,화정우성2차,A50284410,광주광역시 서구 화정동
,2914011900,화정모아타워,A50284503,광주광역시 서구 화정동
,2914011900,중흥아파트,A50284504,광주광역시 서구 화정동
,2914011900,화정금호2차,A50284508,광주광역시 서구 화정동
,2914011800,쌍촌 명지아파트,A50285602,광주광역시 서구 쌍촌동
,2914013000,남양파크,A50285812,광주광역시 서구 금호동
,2914013000,금호2차호반,A50285821,광주광역시 서구 금호동
,2914013000,금호5차호반리젠시빌,A50285822,광주광역시 서구 금호동
,2914013000,금호동부영1차아파트,A50285823,광주광역시 서구 금호동
,2914011800,상무3차호반리젠시빌,A50286002,광주광역시 서구 쌍촌동
,2914011600,상무2차호반리젠시빌,A50286201,광주광역시 서구 유촌동
,2914011600,상무버들1단지,A50286202,광주광역시 서구 유촌동
,2914011600,상무버들마을주공2단지,A50286303,광주광역시 서구 유촌동
,2914011900,염주현대,A50287004,광주광역시 서구 화정동
,2914011900,염주우미,A50287005,광주광역시 서구 화정동
,2915510300,아남프라자,A50301101,광주광역시 남구 서동
,2915511300,양림1휴먼시아,A50304002,광주광역시 남구 양림동
,2915511300,양림2단지휴먼시아,A50304003,광주광역시 남구 양림동
,2915511400,금호맨션,A50305002,광주광역시 남구 방림동
,2915511400,라인효친1차,A50305004,광주광역시 남구 방림동
,2915511400,모아2-2차3차,A50305005,광주광역시 남구 방림동
,2915511400,삼일아파트,A50305101,광주광역시 남구 방림동
,2915511500,봉선남양휴튼1차,A50306001,광주광역시 남구 봉선동
,2915511500,모아1-1차,A50306002,광주광역시 남구 봉선동
,2915511500,무등파크1차,A50306003,광주광역시 남구 봉선동
,2915511500,대화아파트,A50306004,광주광역시 남구 봉선동
,2915511500,라인아파트,A50306005,광주광역시 남구 봉선동
,2915511500,모아1-2차,A50306006,광주광역시 남구 봉선동
,2915511500,라인광장1차,A50306007,광주광역시 남구 봉선동
,2915511500,봉선동 삼익2차아파트입주자대표회의,A50306008,광주광역시 남구 봉선동
,2915511500,봉선동한국아델리움1단지,A50306009,광주광역시 남구 봉선동
,2915511500,"라인광장2,3차",A50306010,광주광역시 남구 봉선동
,2915511500,무등파크봉선3차1단지,A50306012,광주광역시 남구 봉선동
,2915511500,금호1차,A50306013,광주광역시 남구 봉선동
,2915511500,금호2차,A50306014,광주광역시 남구 봉선동
,2915511500,삼익1차,A50306015,광주광역시 남구 봉선동
,2915511500,봉선동무등파크2차 아파트,A50306016,광주광역시 남구 봉선동
,2915511500,라인하이츠,A50306017,광주광역시 남구 봉선동
,2915511500,포스코더샵아파트,A50306018,광주광역시 남구 봉선동
,2915511500,라인2.3차,A50306201,광주광역시 남구 봉선동
,2915511500,무등3차2단지,A50306204,광주광역시 남구 봉선동
,2915512000,한일베라체,A50320001,광주광역시 남구 지석동
,2915510400,제일파크,A50323001,광주광역시 남구 월산동
,2915510400,월산라인,A50323002,광주광역시 남구 월산동
,2915510400,덕림제일파크,A50323003,광주광역시 남구 월산동
,2915510400,월산신우,A50323004,광주광역시 남구 월산동
,2915510400,월산우방아이유쉘,A50323005,광주광역시 남구 월산동
,2915510500,제일파크,A50330002,광주광역시 남구 백운동
,2915510500,대흥백운스카이2차,A50330003,광주광역시 남구 백운동
,2915510500,사직스카이,A50330004,광주광역시 남구 백운동
,2915510500,벽산아파트,A50330006,광주광역시 남구 백운동
,2915510500,대흥백운스카이1차,A50330007,광주광역시 남구 백운동
,2915510500,백운3휴먼시아,A50330008,광주광역시 남구 백운동
,2915510500,백운우방아이유쉘,A50330009,광주광역시 남구 백운동
,2915510600,해태2차,A50331002,광주광역시 남구 주월동
,2915510600,라인가든1차,A50331003,광주광역시 남구 주월동
,2915510600,한양아파트,A50331004,광주광역시 남구 주월동
,2915510600,현대1차,A50331005,광주광역시 남구 주월동
,2915510600,스카이맨션,A50331007,광주광역시 남구 주월동
,2915510600,덕산아파트,A50331008,광주광역시 남구 주월동
,2915510600,장미아파트,A50331010,광주광역시 남구 주월동
,2915510600,이지더원1단지,A50331011,광주광역시 남구 주월동
,2915510600,제석산호반힐하임,A50331013,광주광역시 남구 주월동
,2915510600,봉선로광명메이루즈,A50331014,광주광역시 남구 주월동
,2915510600,주월동호반베르디움2차,A50331101,광주광역시 남구 주월동
,2915510600,주월현대2차,A50331103,광주광역시 남구 주월동
,2915510700,진월남양휴튼,A50332001,광주광역시 남구 노대동
,2915510700,송화마을휴먼시아5단지,A50332002,광주광역시 남구 노대동
,2915510800,중흥파크,A50333015,광주광역시 남구 진월동
,2915510800,삼익세라믹,A50333017,광주광역시 남구 진월동
,2915510800,진월아남,A50333023,광주광역시 남구 진월동
,2915511500,봉선더쉴아파트,A50370202,광주광역시 남구 봉선동
,2915511500,봉선2차남양휴튼,A50370203,광주광역시 남구 봉선동
,2915510800,대주파크빌,A50370327,광주광역시 남구 진월동
,2915510600,신천그린,A50376104,광주광역시 남구 주월동
,2915510600,신영루체빌 아파트,A50376105,광주광역시 남구 주월동
,2915510600,주월호반베르디움1단지,A50376106,광주광역시 남구 주월동
,2915511500,봉선모아2단지1차,A50376301,광주광역시 남구 봉선동
,2915511200,진아리채5차2단지,A50377201,광주광역시 남구 송하동
,2915511400,광신프로그레스,A50377401,광주광역시 남구 방림동
,2915511400,방림휴먼시아,A50380201,광주광역시 남구 방림동
,2915511400,라인효친2차,A50380501,광주광역시 남구 방림동
,2915510500,백운현대아파트(현대아파트),A50380601,광주광역시 남구 백운동
,2915510500,백운2휴먼시아,A50380602,광주광역시 남구 백운동
,2915510500,백운1휴먼시아,A50380603,광주광역시 남구 백운동
,2915510500,대주아파트,A50380901,광주광역시 남구 백운동
,2915511500,명지맨션,A50381002,광주광역시 남구 봉선동
,2915511500,쌍용스윗닷홈,A50381003,광주광역시 남구 봉선동
,2915511200,송하동금호타운,A50381901,광주광역시 남구 송하동
,2915511200,송하삼익아파트,A50381902,광주광역시 남구 송하동
,2915510600,명지맨션,A50383301,광주광역시 남구 주월동
,2915510600,주월해태1차,A50383302,광주광역시 남구 주월동
,2915510600,경남아파트,A50383802,광주광역시 남구 주월동
,2915510800,진월동호반리젠시빌 스위트,A50384001,광주광역시 남구 진월동
,2915510800,현대3차,A50384002,광주광역시 남구 진월동
,2915510800,진월2차진아하이빌,A50384005,광주광역시 남구 진월동
,2915510800,진월3차진아리채,A50384006,광주광역시 남구 진월동
,2915510800,고운하이플러스1차,A50384007,광주광역시 남구 진월동
,2915510800,대주2차아파트,A50384008,광주광역시 남구 진월동
,2915510800,진월2차고운하이플러스,A50384010,광주광역시 남구 진월동
,2915510800,진월새한,A50384012,광주광역시 남구 진월동
,2915510800,현대2차,A50384016,광주광역시 남구 진월동
,2915510800,한신1차,A50384019,광주광역시 남구 진월동
,2915510800,한신2차,A50384024,광주광역시 남구 진월동
,2915510800,진월동대주1차,A50384025,광주광역시 남구 진월동
,2915510800,광명아파트,A50384103,광주광역시 남구 진월동
,2915510800,협진훼미리,A50384104,광주광역시 남구 진월동
,2915510800,진월동호반리젠시빌,A50384213,광주광역시 남구 진월동
,2915510800,금광하늘연가,A50384220,광주광역시 남구 진월동
,2915510800,진월신흥3차,A50384309,광주광역시 남구 진월동
,2915510800,삼익세라믹3차,A50384314,광주광역시 남구 진월동
,2915510800,진월동한국아델리움,A50384321,광주광역시 남구 진월동
,2915510800,진월현대,A50384322,광주광역시 남구 진월동
,2915510800,진월풍림,A50384326,광주광역시 남구 진월동
,2915510800,진월삼익세라믹2차,A50384411,광주광역시 남구 진월동
,2915511000,LH천년나무3단지,A50385501,광주광역시 남구 행암동
,2915511000,효천LH천년나무4단지,A50385502,광주광역시 남구 행암동
,2915511000,효천LH천년나무2단지,A50385503,광주광역시 남구 행암동
,2915511000,효천LH천년나무1단지,A50385504,광주광역시 남구 행암동
,2915510700,송화마을휴먼시아1단지,A50387101,광주광역시 남구 노대동
,2915510700,송화마을휴먼시아2단지,A50387102,광주광역시 남구 노대동
,2915510700,송화마을휴먼시아3단지,A50387103,광주광역시 남구 노대동
,2915510700,송화마을휴먼시아4단지,A50387104,광주광역시 남구 노대동
,2915510700,송화마을휴먼시아7단지,A50387105,광주광역시 남구 노대동
,2915510700,송화마을휴먼시아6단지,A50387106,광주광역시 남구 노대동
,2920010100,광신프로그레스,A50601001,광주광역시 광산구 송정동
,2920010100,상아아파트,A50601003,광주광역시 광산구 송정동
,2920010100,온세계아이조움,A50601004,광주광역시 광산구 송정동
,2920010100,대덕9차,A50601005,광주광역시 광산구 송정동
,2920010100,송정라인1차아파트,A50601007,광주광역시 광산구 송정동
,2920010100,모아아파트,A50601008,광주광역시 광산구 송정동
,2920010100,송정동대화아파트,A50601009,광주광역시 광산구 송정동
,2920010100,송정라인2차,A50601010,광주광역시 광산구 송정동
,2920010100,송정금강아파트,A50601012,광주광역시 광산구 송정동
,2920010100,송정명지아파트,A50601013,광주광역시 광산구 송정동
,2920010200,무등파크,A50602001,광주광역시 광산구 도산동
,2920010200,삼라미주.도산청암통합주공아파트 ,A50602004,광주광역시 광산구 도산동
,2920010200,도산서경,A50602005,광주광역시 광산구 도산동
,2920010200,도산2차호반,A50602006,광주광역시 광산구 도산동
,2920010200,도산우미,A50602007,광주광역시 광산구 도산동
,2920010800,서라1차,A50604008,광주광역시 광산구 소촌동
,2920010800,"EG스위트밸리1,2차",A50604012,광주광역시 광산구 소촌동
,2920010900,제일파크,A50605002,광주광역시 광산구 우산동
,2920010900,우산동 동산아파트,A50605003,광주광역시 광산구 우산동
,2920010900,우미,A50605004,광주광역시 광산구 우산동
,2920010900,송정주공,A50605006,광주광역시 광산구 우산동
,2920010900,리버힐,A50605007,광주광역시 광산구 우산동
,2920010900,대광로제비앙,A50605008,광주광역시 광산구 우산동
,2920010900,우산빛여울채,A50605009,광주광역시 광산구 우산동
,2920012700,산정대덕7차,A50605301,광주광역시 광산구 산정동
,2920012700,산정태양,A50605302,광주광역시 광산구 산정동
,2920012700,부영애시앙1차,A50605303,광주광역시 광산구 산정동
,2920012700,하남부영애시앙2차,A50605304,광주광역시 광산구 산정동
,2920012800,일신아파트,A50605401,광주광역시 광산구 월곡동
,2920012800,하남금호타운,A50605403,광주광역시 광산구 월곡동
,2920010700,광주선운휴먼시아,A50610001,광주광역시 광산구 선암동
,2920010700,선운지구이지더원1단지,A50610002,광주광역시 광산구 선암동
,2920010700,선운 모아엘가,A50610003,광주광역시 광산구 선암동
,2920010700,선운이지더원2단지,A50610004,광주광역시 광산구 선암동
,2920010700,선운진아리채,A50610005,광주광역시 광산구 선암동
,2920010600,가천아파트,A50611001,광주광역시 광산구 운수동
,2920012300,수완영무예다음,A50625101,광주광역시 광산구 장덕동
,2920012300,수완양우내안애아파트,A50625102,광주광역시 광산구 장덕동
,2920012300,수완새한포유,A50625103,광주광역시 광산구 장덕동
,2920012300,수완1차부영,A50625104,광주광역시 광산구 장덕동
,2920012300,수완GS자이,A50625105,광주광역시 광산구 장덕동
,2920012300,수완진흥더루벤스,A50625106,광주광역시 광산구 장덕동
,2920012300,수완부영2차아파트,A50625107,광주광역시 광산구 장덕동
,2920012300,수완현진에버빌2단지,A50625108,광주광역시 광산구 장덕동
,2920012400,수완지구3단지중흥s클래스,A50625201,광주광역시 광산구 흑석동
,2920012400,중흥에스-클래스2단지,A50625202,광주광역시 광산구 흑석동
,2920012400,수완휴먼시아4단지,A50625203,광주광역시 광산구 흑석동
,2920012400,수완휴먼시아5단지,A50625204,광주광역시 광산구 흑석동
,2920012400,수완이지더원,A50625205,광주광역시 광산구 흑석동
,2920011300,도천중흥파크1단지,A50630101,광주광역시 광산구 도천동
,2920011300,도천중흥파크2단지,A50630102,광주광역시 광산구 도천동
,2920011500,신동아,A50630208,광주광역시 광산구 월계동
,2920011500,성원아파트,A50630212,광주광역시 광산구 월계동
,2920011500,일신아파트,A50630214,광주광역시 광산구 월계동
,2920011500,건영아파트,A50630215,광주광역시 광산구 월계동
,2920011500,첨단 우미3차아파트,A50630216,광주광역시 광산구 월계동
,2920011400,수완지구우미린1차,A50630401,광주광역시 광산구 수완동
,2920011400,수완모아엘가,A50630402,광주광역시 광산구 수완동
,2920011400,수완해솔마을현진에버빌1단지,A50630403,광주광역시 광산구 수완동
,2920011400,수완코오롱하늘채,A50630404,광주광역시 광산구 수완동
,2920011400,수완지구우미린2차,A50630405,광주광역시 광산구 수완동
,2920011400,현대아미스위탁(수완피오레6단지),A50630406,광주광역시 광산구 수완동
,2920011400,대방노블랜드2차,A50630407,광주광역시 광산구 수완동
,2920011400,수완영무예다음2차,A50630408,광주광역시 광산구 수완동
,2920011400,수완6차대방노블랜드,A50630409,광주광역시 광산구 수완동
,2920011700,첨단부영e그린타운1차,A50630501,광주광역시 광산구 산월동
,2920011700,첨단3차부영,A50630502,광주광역시 광산구 산월동
,2920011700,첨단3-5차호반리젠시빌,A50630503,광주광역시 광산구 산월동
,2920011700,첨단3-2차호반리젠시빌,A50630504,광주광역시 광산구 산월동
,2920011700,첨단사랑으로7차부영,A50630505,광주광역시 광산구 산월동
,2920011700,첨단호반3-3차,A50630506,광주광역시 광산구 산월동
,2920011700,첨단사랑으로부영6차,A50630507,광주광역시 광산구 산월동
,2920011700,첨단부영1차,A50630508,광주광역시 광산구 산월동
,2920011800,신창2차남양휴튼,A50630601,광주광역시 광산구 신창동
,2920011800,신가삼능,A50630602,광주광역시 광산구 신창동
,2920011800,신창1차남양휴튼,A50630603,광주광역시 광산구 신창동
,2920011800,신가1차중흥파크맨션,A50630604,광주광역시 광산구 신창동
,2920011800,신창해광샹그릴라,A50630605,광주광역시 광산구 신창동
,2920011800,신창사랑으로5차부영,A50630606,광주광역시 광산구 신창동
,2920011800,신창5차호반베르디움,A50630607,광주광역시 광산구 신창동
,2920011800,신가부영,A50630608,광주광역시 광산구 신창동
,2920011800,신창3차부영,A50630609,광주광역시 광산구 신창동
,2920011900,수완한양수자인,A50630702,광주광역시 광산구 신가동
,2920011900,신창6차부영,A50630703,광주광역시 광산구 신가동
,2920011900,신가2차중흥아파트,A50630705,광주광역시 광산구 신가동
,2920011900,신가도시공사,A50630707,광주광역시 광산구 신가동
,2920011900,광주신가주공,A50630714,광주광역시 광산구 신가동
,2920011900,광주아름마을1,A50630715,광주광역시 광산구 신가동
,2920012000,운남주공6단지,A50630806,광주광역시 광산구 운남동
,2920012000,운남주공8단지,A50630807,광주광역시 광산구 운남동
,2920011900,아름마을 대방노블랜드(수완대방노블랜드1차),A50670408,광주광역시 광산구 신가동
,2920011900,신창6차호반베르디움,A50670409,광주광역시 광산구 신가동
,2920011900,수완중흥S클래스1단지,A50670410,광주광역시 광산구 신가동
,2920011900,신가우미이노스빌,A50670411,광주광역시 광산구 신가동
,2920011900,수완아름마을휴먼시아2단지,A50670413,광주광역시 광산구 신가동
,2920011900,수완아름마을휴먼시아3단지,A50670414,광주광역시 광산구 신가동
,2920011900,수완호반베르디움1차,A50670415,광주광역시 광산구 신가동
,2920011900,수완진아리채1차,A50670416,광주광역시 광산구 신가동
,2920011900,수완대성베르힐,A50670417,광주광역시 광산구 신가동
,2920011700,첨단부영2차,A50670501,광주광역시 광산구 산월동
,2920011700,첨단3-1차호반리젠시빌,A50670502,광주광역시 광산구 산월동
,2920011500,무들에코클래스,A50670802,광주광역시 광산구 월계동
,2920012700,하남다사로움국민임대,A50671301,광주광역시 광산구 산정동
,2920012700,하남2지구 다사로움2단지,A50671302,광주광역시 광산구 산정동
,2920012700,어등산대방노블랜드,A50671303,광주광역시 광산구 산정동
,2920012700,하남2지구중흥S클래스,A50671304,광주광역시 광산구 산정동
,2920010800,소촌모아2차드림타운,A50671701,광주광역시 광산구 소촌동
