기간	자치구	동	세대	계	계	계	한국인	한국인	한국인	등록외국인	등록외국인	등록외국인	세대당인구	65세이상고령자
2008.2/4	서대문구	북아현동	9,001	20,370	9,785	10,585	19,773	9,501	10,272	597	284	313	2.18	1,944
2008.2/4	서대문구	신촌동	10,139	20,836	9,464	11,372	18,450	8,426	10,024	2,386	1,038	1,348	1.8	1,794
2008.2/4	서대문구	연희동	18,191	44,019	21,527	22,492	41,451	20,261	21,190	2,568	1,266	1,302	2.26	4,600
2008.2/4	마포구	합계	168,365	400,349	195,968	204,381	392,129	191,996	200,133	8,220	3,972	4,248	2.3	36,441
2008.2/4	마포구	용강동	9,072	22,304	10,870	11,434	22,076	10,760	11,316	228	110	118	2.4	1,999
2008.2/4	마포구	대흥동	9,042	17,194	8,390	8,804	16,139	7,893	8,246	1,055	497	558	1.77	1,645
2008.2/4	마포구	염리동	8,439	19,656	9,613	10,043	19,053	9,324	9,729	603	289	314	2.24	1,844
2008.2/4	마포구	신수동	9,450	22,763	11,375	11,388	22,319	11,140	11,179	444	235	209	2.33	2,041
2008.2/4	마포구	서교동	16,012	30,717	14,384	16,333	30,100	14,094	16,006	617	290	327	1.87	2,720
2008.2/4	마포구	합정동	9,178	21,608	10,652	10,956	21,287	10,502	10,785	321	150	171	2.28	1,941
2008.2/4	마포구	망원1동	9,978	24,845	12,270	12,575	24,354	12,062	12,292	491	208	283	2.42	2,129
2008.2/4	마포구	망원2동	8,284	21,390	10,552	10,838	21,304	10,515	10,789	86	37	49	2.55	1,799
2008.2/4	마포구	연남동	8,801	20,830	10,177	10,653	19,755	9,636	10,119	1,075	541	534	2.23	1,951
2008.2/4	마포구	성산1동	8,192	20,431	10,093	10,338	20,013	9,911	10,102	418	182	236	2.42	1,784
2008.2/4	마포구	성산2동	15,468	41,375	20,178	21,197	41,249	20,122	21,127	126	56	70	2.63	3,463
2008.2/4	마포구	상암동	7,748	21,445	10,728	10,717	21,319	10,652	10,667	126	76	50	2.71	1,727
2008.2/4	마포구	도화동	9,105	23,974	11,646	12,328	23,509	11,387	12,122	465	259	206	2.56	2,518
2008.2/4	마포구	서강동	11,764	26,509	12,832	13,677	26,042	12,601	13,441	467	231	236	2.19	2,068
2008.2/4	마포구	공덕동	16,632	39,573	19,522	20,051	38,271	18,926	19,345	1,302	596	706	2.28	4,105
2008.2/4	마포구	아현동	11,200	25,735	12,686	13,049	25,339	12,471	12,868	396	215	181	2.24	2,707
2008.2/4	양천구	합계	182,221	507,831	253,209	254,622	502,355	250,697	251,658	5,476	2,512	2,964	2.73	34,579
2008.2/4	양천구	목1동	10,304	31,598	15,490	16,108	31,335	15,349	15,986	263	141	122	3.02	1,699
2008.2/4	양천구	목2동	11,963	32,124	15,973	16,151	31,845	15,846	15,999	279	127	152	2.64	2,292
2008.2/4	양천구	목3동	9,275	23,699	11,688	12,011	23,533	11,624	11,909	166	64	102	2.51	1,646
2008.2/4	양천구	목4동	10,512	29,494	14,800	14,694	29,271	14,699	14,572	223	101	122	2.77	1,851
2008.2/4	양천구	목5동	6,963	22,164	10,988	11,176	22,070	10,945	11,125	94	43	51	3.16	1,240
2008.2/4	양천구	목6동	7,931	25,606	12,706	12,900	25,532	12,670	12,862	74	36	38	3.21	1,411
2008.2/4	양천구	신월1동	10,060	25,297	12,949	12,348	24,965	12,817	12,148	332	132	200	2.46	1,738
2008.2/4	양천구	신월2동	8,861	23,963	12,056	11,907	23,825	12,003	11,822	138	53	85	2.66	1,801
2008.2/4	양천구	신월3동	7,813	18,655	9,570	9,085	18,359	9,455	8,904	296	115	181	2.33	1,461
2008.2/4	양천구	신월4동	6,514	18,709	9,402	9,307	18,590	9,359	9,231	119	43	76	2.82	1,426
2008.2/4	양천구	신월5동	5,749	15,168	7,541	7,627	14,990	7,464	7,526	178	77	101	2.59	1,135
2008.2/4	양천구	신월6동	6,042	15,661	7,903	7,758	15,494	7,839	7,655	167	64	103	2.54	1,176
2008.2/4	양천구	신월7동	9,547	26,675	13,376	13,299	26,456	13,292	13,164	219	84	135	2.74	2,226
2008.2/4	양천구	신정1동	8,661	25,372	12,584	12,788	24,729	12,256	12,473	643	328	315	2.84	1,647
2008.2/4	양천구	신정2동	7,530	23,438	11,663	11,775	23,152	11,523	11,629	286	140	146	3.06	1,507
2008.2/4	양천구	신정3동	19,068	51,085	25,400	25,685	50,185	24,962	25,223	900	438	462	2.6	3,311
2008.2/4	양천구	신정4동	7,196	17,906	8,910	8,996	17,617	8,786	8,831	289	124	165	2.42	1,262
2008.2/4	양천구	신정5동	7,702	18,892	9,421	9,471	18,612	9,299	9,313	280	122	158	2.4	1,445
2008.2/4	양천구	신정6동	8,850	28,077	13,836	14,241	27,957	13,772	14,185	120	64	56	3.14	1,515
2008.2/4	양천구	신정7동	11,680	34,248	16,953	17,295	33,838	16,737	17,101	410	216	194	2.88	2,790
2008.2/4	강서구	합계	219,787	579,188	286,076	293,112	572,374	282,756	289,618	6,814	3,320	3,494	2.58	44,057
2008.2/4	강서구	염창동	14,153	42,165	20,930	21,235	41,924	20,808	21,116	241	122	119	2.93	2,406
2008.2/4	강서구	등촌1동	8,306	21,772	10,833	10,939	21,287	10,618	10,669	485	215	270	2.53	1,560
2008.2/4	강서구	등촌2동	8,276	23,016	11,561	11,455	22,946	11,530	11,416	70	31	39	2.75	1,538
2008.2/4	강서구	등촌3동	14,781	39,184	18,798	20,386	39,096	18,766	20,330	88	32	56	2.63	3,840
2008.2/4	강서구	화곡본동	14,171	35,289	17,399	17,890	35,010	17,268	17,742	279	131	148	2.44	2,297
2008.2/4	강서구	화곡1동	8,867	22,960	11,357	11,603	21,569	10,798	10,771	1,391	559	832	2.41	1,665
2008.2/4	강서구	화곡2동	7,932	20,683	10,241	10,442	20,538	10,180	10,358	145	61	84	2.56	1,391
2008.2/4	강서구	화곡3동	8,749	24,248	11,894	12,354	24,105	11,831	12,274	143	63	80	2.73	1,821
2008.2/4	강서구	화곡4동	9,166	22,922	11,431	11,491	22,716	11,332	11,384	206	99	107	2.46	1,742
2008.2/4	강서구	화곡5동	9,675	26,132	12,891	13,241	26,007	12,836	13,171	125	55	70	2.66	1,595
2008.2/4	강서구	화곡6동	9,671	24,868	12,252	12,616	24,740	12,201	12,539	128	51	77	2.53	1,720
2008.2/4	강서구	화곡7동	11,273	29,103	14,447	14,656	28,843	14,339	14,504	260	108	152	2.53	2,054
2008.2/4	강서구	화곡8동	10,779	27,542	13,590	13,952	27,319	13,489	13,830	223	101	122	2.5	1,970
2008.2/4	강서구	가양1동	7,776	22,395	11,405	10,990	21,788	11,058	10,730	607	347	260	2.77	1,443
2008.2/4	강서구	가양2동	7,915	19,213	9,264	9,949	19,166	9,249	9,917	47	15	32	2.41	2,241
2008.2/4	강서구	가양3동	7,815	20,260	9,814	10,446	20,176	9,780	10,396	84	34	50	2.55	2,149
2008.2/4	강서구	발산1동	9,704	27,913	13,579	14,334	27,684	13,472	14,212	229	107	122	2.83	1,858
2008.2/4	강서구	발산2동	6,589	19,441	9,444	9,997	19,413	9,433	9,980	28	11	17	2.92	1,081
2008.2/4	강서구	공항동	9,741	22,794	11,785	11,009	21,807	11,080	10,727	987	705	282	2.21	1,945
2008.2/4	강서구	방화1동	11,783	31,469	15,863	15,606	30,773	15,539	15,234	696	324	372	2.58	2,323
2008.2/4	강서구	방화2동	11,016	27,061	13,393	13,668	26,841	13,300	13,541	220	93	127	2.41	2,713
2008.2/4	강서구	방화3동	11,649	28,758	13,905	14,853	28,626	13,849	14,777	132	56	76	2.43	2,705
2008.2/4	구로구	합계	165,058	449,457	227,310	222,147	421,470	212,882	208,588	27,987	14,428	13,559	2.53	33,276
2008.2/4	구로구	신도림동	12,733	36,724	18,321	18,403	36,373	18,126	18,247	351	195	156	2.82	2,287
2008.2/4	구로구	구로1동	7,995	27,877	13,965	13,912	23,302	11,607	11,695	4,575	2,358	2,217	2.88	1,274
2008.2/4	구로구	구로2동	7,515	18,562	9,544	9,018	16,637	8,547	8,090	1,925	997	928	2.2	1,599
2008.2/4	구로구	구로3동	11,762	27,343	13,853	13,490	26,312	13,317	12,995	1,031	536	495	2.2	1,745
2008.2/4	구로구	구로4동	11,558	30,978	15,538	15,440	27,234	13,667	13,567	3,744	1,871	1,873	2.33	2,504
2008.2/4	구로구	구로5동	12,550	34,819	17,601	17,218	32,004	16,143	15,861	2,815	1,458	1,357	2.52	2,377
2008.2/4	구로구	구로본동	7,896	21,073	10,722	10,351	18,519	9,363	9,156	2,554	1,359	1,195	2.32	1,656
2008.2/4	구로구	고척1동	9,576	26,772	13,550	13,222	26,260	13,276	12,984	512	274	238	2.72	2,118
2008.2/4	구로구	고척2동	10,866	28,766	14,675	14,091	28,514	14,555	13,959	252	120	132	2.6	2,314
2008.2/4	구로구	개봉1동	6,702	17,988	9,088	8,900	17,273	8,752	8,521	715	336	379	2.55	1,426
2008.2/4	구로구	개봉2동	12,989	36,589	18,129	18,460	36,386	18,040	18,346	203	89	114	2.77	2,770
2008.2/4	구로구	개봉3동	8,503	22,998	11,508	11,490	22,856	11,451	11,405	142	57	85	2.66	1,688
2008.2/4	구로구	개봉본동	8,040	20,888	10,499	10,389	20,608	10,357	10,251	280	142	138	2.54	1,567
2008.2/4	구로구	오류1동	8,081	21,654	10,864	10,790	21,053	10,586	10,467	601	278	323	2.58	1,888
2008.2/4	구로구	오류2동	11,574	30,523	15,531	14,992	30,139	15,331	14,808	384	200	184	2.58	2,617
2008.2/4	구로구	수궁동	8,351	22,346	11,331	11,015	22,063	11,166	10,897	283	165	118	2.62	1,904
2008.2/4	구로구	가리봉동	8,367	23,557	12,591	10,966	15,937	8,598	7,339	7,620	3,993	3,627	1.89	1,542
2008.2/4	금천구	합계	99,772	266,078	135,809	130,269	248,354	126,471	121,883	17,724	9,338	8,386	2.47	20,538
2008.2/4	금천구	가산동	9,096	24,388	13,418	10,970	18,822	10,310	8,512	5,566	3,108	2,458	2.05	1,534
2008.2/4	금천구	독산1동	12,321	35,797	18,392	17,405	31,312	16,004	15,308	4,485	2,388	2,097	2.52	2,752
2008.2/4	금천구	독산2동	10,051	25,118	12,751	12,367	24,390	12,403	11,987	728	348	380	2.41	1,720
2008.2/4	금천구	독산3동	12,604	32,794	16,538	16,256	29,820	15,002	14,818	2,974	1,536	1,438	2.35	2,300
2008.2/4	금천구	독산4동	8,354	20,830	10,642	10,188	20,075	10,264	9,811	755	378	377	2.38	1,352
2008.2/4	금천구	시흥1동	13,477	34,850	17,649	17,201	32,449	16,451	15,998	2,401	1,198	1,203	2.39	2,961
2008.2/4	금천구	시흥2동	8,793	26,116	13,033	13,083	26,048	13,000	13,048	68	33	35	2.94	2,175
2008.2/4	금천구	시흥3동	4,934	13,522	6,868	6,654	13,415	6,818	6,597	107	50	57	2.7	1,327
2008.2/4	금천구	시흥4동	10,038	26,427	13,303	13,124	26,050	13,123	12,927	377	180	197	2.57	1,978
2008.2/4	금천구	시흥5동	10,104	26,236	13,215	13,021	25,973	13,096	12,877	263	119	144	2.55	2,439
2008.2/4	영등포구	합계	167,178	443,550	224,095	219,455	408,219	205,859	202,360	35,331	18,236	17,095	2.42	36,613
2008.2/4	영등포구	영등포1동	6,316	16,930	8,579	8,351	15,827	7,993	7,834	1,103	586	517	2.47	1,099
2008.2/4	영등포구	영등포2동	4,136	6,791	4,210	2,581	6,323	3,994	2,329	468	216	252	1.52	798
2008.2/4	영등포구	영등포3동	5,064	12,218	6,275	5,943	11,748	6,023	5,725	470	252	218	2.3	1,205
2008.2/4	영등포구	여의동	11,959	33,052	16,128	16,924	32,373	15,719	16,654	679	409	270	2.69	3,486
2008.2/4	영등포구	당산1동	8,827	21,043	10,640	10,403	20,418	10,318	10,100	625	322	303	2.29	1,970
2008.2/4	영등포구	당산2동	12,641	33,605	16,603	17,002	32,901	16,233	16,668	704	370	334	2.57	2,787
2008.2/4	영등포구	도림1동	3,600	10,256	5,207	5,049	7,866	4,006	3,860	2,390	1,201	1,189	2.17	795
2008.2/4	영등포구	도림2동	6,194	14,920	7,604	7,316	13,842	7,052	6,790	1,078	552	526	2.2	1,206
2008.2/4	영등포구	문래1동	5,825	16,074	8,045	8,029	15,880	7,924	7,956	194	121	73	2.7	1,489
2008.2/4	영등포구	문래2동	5,742	15,819	7,961	7,858	15,660	7,865	7,795	159	96	63	2.67	1,116
2008.2/4	영등포구	양평1동	6,870	17,250	8,754	8,496	16,852	8,540	8,312	398	214	184	2.41	1,496
2008.2/4	영등포구	양평2동	7,986	21,997	11,250	10,747	21,640	11,053	10,587	357	197	160	2.67	1,535
2008.2/4	영등포구	신길1동	9,672	26,607	13,371	13,236	21,144	10,602	10,542	5,463	2,769	2,694	2.17	2,217
2008.2/4	영등포구	신길2동	4,783	11,635	5,903	5,732	10,455	5,294	5,161	1,180	609	571	2.17	1,107
2008.2/4	영등포구	신길3동	8,271	21,305	10,716	10,589	20,494	10,302	10,192	811	414	397	2.45	1,861
2008.2/4	영등포구	신길4동	5,853	14,836	7,511	7,325	14,004	7,084	6,920	832	427	405	2.37	1,320
2008.2/4	영등포구	신길5동	7,477	23,579	11,999	11,580	17,501	8,910	8,591	6,078	3,089	2,989	2.32	1,566
2008.2/4	영등포구	신길6동	9,729	26,102	12,991	13,111	24,895	12,392	12,503	1,207	599	608	2.53	2,186
2008.2/4	영등포구	신길7동	7,636	20,676	10,381	10,295	20,000	10,042	9,958	676	339	337	2.59	1,618
2008.2/4	영등포구	대림1동	7,716	19,763	9,988	9,775	18,372	9,272	9,100	1,391	716	675	2.36	1,664
2008.2/4	영등포구	대림2동	8,647	25,996	13,224	12,772	19,368	9,687	9,681	6,628	3,537	3,091	2.22	1,798
2008.2/4	영등포구	대림3동	12,234	33,096	16,755	16,341	30,656	15,554	15,102	2,440	1,201	1,239	2.48	2,294
2008.2/4	동작구	합계	164,235	414,566	204,682	209,884	404,385	199,864	204,521	10,181	4,818	5,363	2.44	37,375
2008.2/4	동작구	노량진1동	8,805	22,138	11,148	10,990	21,528	10,839	10,689	610	309	301	2.42	2,200
2008.2/4	동작구	노량진2동	8,005	18,136	9,055	9,081	17,328	8,645	8,683	808	410	398	2.15	1,787
2008.2/4	동작구	상도1동	16,293	39,923	19,664	20,259	39,036	19,280	19,756	887	384	503	2.37	3,678
2008.2/4	동작구	상도2동	10,455	25,509	12,596	12,913	25,288	12,503	12,785	221	93	128	2.39	2,424
2008.2/4	동작구	상도3동	9,556	24,356	11,970	12,386	24,174	11,892	12,282	182	78	104	2.51	2,441
2008.2/4	동작구	상도4동	11,754	30,221	15,012	15,209	30,014	14,925	15,089	207	87	120	2.53	2,877
2008.2/4	동작구	본동	5,461	13,559	6,745	6,814	13,287	6,622	6,665	272	123	149	2.4	1,306
2008.2/4	동작구	동작동	7,665	19,722	9,704	10,018	18,563	9,180	9,383	1,159	524	635	2.4	1,717
2008.2/4	동작구	사당1동	10,463	23,730	11,503	12,227	23,273	11,279	11,994	457	224	233	2.2	1,773
2008.2/4	동작구	사당2동	5,035	12,864	6,234	6,630	12,755	6,190	6,565	109	44	65	2.5	1,139
2008.2/4	동작구	사당3동	10,286	27,010	13,459	13,551	26,702	13,279	13,423	308	180	128	2.57	2,363
2008.2/4	동작구	사당4동	5,777	14,132	6,937	7,195	14,008	6,890	7,118	124	47	77	2.4	1,271
2008.2/4	동작구	사당5동	6,319	16,063	7,983	8,080	16,001	7,958	8,043	62	25	37	2.5	1,269
2008.2/4	동작구	대방동	14,643	39,952	19,616	20,336	39,540	19,424	20,116	412	192	220	2.68	3,279
2008.2/4	동작구	신대방1동	10,099	29,997	14,833	15,164	26,792	13,203	13,589	3,205	1,630	1,575	2.63	2,115
2008.2/4	동작구	신대방2동	7,902	20,885	10,211	10,674	20,684	10,119	10,565	201	92	109	2.59	1,796
2008.2/4	동작구	흑석동	15,717	36,369	18,012	18,357	35,412	17,636	17,776	957	376	581	2.24	3,940
2008.2/4	관악구	합계	240,731	554,222	281,625	272,597	537,041	273,408	263,633	17,181	8,217	8,964	2.21	43,252
2008.2/4	관악구	봉천본동	7,264	20,197	9,994	10,203	17,176	8,596	8,580	3,021	1,398	1,623	2.34	1,449
2008.2/4	관악구	봉천1동	11,423	27,553	13,827	13,726	27,306	13,716	13,590	247	111	136	2.37	2,336
2008.2/4	관악구	봉천2동	5,309	14,267	7,121	7,146	14,171	7,076	7,095	96	45	51	2.64	1,357
2008.2/4	관악구	봉천3동	6,896	17,953	8,865	9,088	17,872	8,826	9,046	81	39	42	2.55	1,534
2008.2/4	관악구	봉천4동	10,178	18,511	9,414	9,097	18,143	9,246	8,897	368	168	200	1.77	1,197
2008.2/4	관악구	봉천5동	7,635	21,548	10,693	10,855	21,471	10,664	10,807	77	29	48	2.78	1,823
2008.2/4	관악구	봉천6동	14,575	30,666	15,397	15,269	30,315	15,241	15,074	351	156	195	2.06	2,376
2008.2/4	관악구	봉천7동	9,568	18,440	9,496	8,944	18,069	9,339	8,730	371	157	214	1.87	1,265
2008.2/4	관악구	봉천8동	7,197	17,153	8,650	8,503	15,894	8,020	7,874	1,259	630	629	2.19	1,390
2008.2/4	관악구	봉천9동	7,551	20,352	10,217	10,135	20,254	10,182	10,072	98	35	63	2.65	1,589
2008.2/4	관악구	봉천10동	7,005	15,020	7,542	7,478	14,645	7,354	7,291	375	188	187	2.08	1,354
2008.2/4	관악구	봉천11동	13,277	29,573	14,782	14,791	29,320	14,667	14,653	253	115	138	2.19	2,298
2008.2/4	관악구	남현동	7,974	18,234	8,974	9,260	17,953	8,833	9,120	281	141	140	2.23	1,438
2008.2/4	관악구	신림본동	12,093	28,125	14,151	13,974	24,431	12,340	12,091	3,694	1,811	1,883	2	1,786
2008.2/4	관악구	신림1동	9,514	21,744	10,737	11,007	21,091	10,424	10,667	653	313	340	2.2	1,785
2008.2/4	관악구	신림2동	13,138	25,435	14,001	11,434	25,248	13,929	11,319	187	72	115	1.91	1,915
2008.2/4	관악구	신림3동	7,044	17,979	9,119	8,860	17,855	9,078	8,777	124	41	83	2.51	1,481
2008.2/4	관악구	신림4동	12,054	28,228	14,125	14,103	26,257	13,152	13,105	1,971	973	998	2.16	1,818
2008.2/4	관악구	신림5동	10,177	17,587	8,697	8,890	17,159	8,499	8,660	428	198	230	1.67	1,131
2008.2/4	관악구	신림6동	4,848	10,930	5,629	5,301	10,811	5,588	5,223	119	41	78	2.22	1,356
2008.2/4	관악구	신림7동	6,782	18,330	9,131	9,199	18,168	9,021	9,147	162	110	52	2.63	1,376
2008.2/4	관악구	신림8동	8,339	20,364	10,225	10,139	18,306	9,181	9,125	2,058	1,044	1,014	2.18	1,596
2008.2/4	관악구	신림9동	13,269	23,347	13,920	9,427	23,020	13,761	9,259	327	159	168	1.73	1,589
2008.2/4	관악구	신림10동	7,911	21,339	10,775	10,564	21,235	10,732	10,503	104	43	61	2.66	1,990
2008.2/4	관악구	신림11동	6,000	15,425	7,751	7,674	15,284	7,689	7,595	141	62	79	2.53	1,087
2008.2/4	관악구	신림12동	7,588	20,549	10,500	10,049	20,409	10,446	9,963	140	54	86	2.67	1,535
2008.2/4	관악구	신림13동	6,122	15,373	7,892	7,481	15,178	7,808	7,370	195	84	111	2.46	1,401
2008.2/4	서초구	합계	159,396	411,897	200,283	211,614	405,849	197,454	208,395	6,048	2,829	3,219	2.53	29,865
2008.2/4	서초구	서초1동	8,602	21,842	10,666	11,176	20,738	10,092	10,646	1,104	574	530	2.39	1,406
2008.2/4	서초구	서초2동	8,837	23,403	11,488	11,915	23,241	11,410	11,831	162	78	84	2.6	1,587
2008.2/4	서초구	서초3동	12,098	31,265	15,716	15,549	30,162	15,203	14,959	1,103	513	590	2.47	2,415
2008.2/4	서초구	서초4동	9,785	28,350	13,826	14,524	28,179	13,760	14,419	171	66	105	2.86	1,906
2008.2/4	서초구	잠원동	15,294	37,909	18,159	19,750	37,352	17,895	19,457	557	264	293	2.42	2,381
2008.2/4	서초구	반포본동	4,532	14,134	6,645	7,489	13,435	6,324	7,111	699	321	378	2.95	1,143
2008.2/4	서초구	반포1동	9,539	18,764	8,949	9,815	18,600	8,873	9,727	164	76	88	1.94	999
2008.2/4	서초구	반포2동	4,490	13,214	6,370	6,844	13,172	6,349	6,823	42	21	21	2.91	921
2008.2/4	서초구	반포3동	8,743	24,551	11,803	12,748	24,483	11,774	12,709	68	29	39	2.77	1,794
2008.2/4	서초구	반포4동	7,589	20,958	10,146	10,812	20,685	10,018	10,667	273	128	145	2.7	1,467
2008.2/4	서초구	방배본동	7,569	21,126	10,025	11,101	21,005	9,980	11,025	121	45	76	2.76	1,683
2008.2/4	서초구	방배1동	6,720	16,814	8,109	8,705	16,699	8,062	8,637	115	47	68	2.46	1,321
2008.2/4	서초구	방배2동	11,548	29,373	14,231	15,142	29,205	14,171	15,034	168	60	108	2.51	2,251
2008.2/4	서초구	방배3동	9,545	26,191	12,852	13,339	26,031	12,770	13,261	160	82	78	2.71	1,996
2008.2/4	서초구	방배4동	10,112	25,905	12,268	13,637	25,736	12,191	13,545	169	77	92	2.52	1,978
2008.2/4	서초구	양재1동	11,292	27,738	13,566	14,172	27,074	13,254	13,820	664	312	352	2.38	2,277
2008.2/4	서초구	양재2동	10,433	23,586	11,855	11,731	23,426	11,797	11,629	160	58	102	2.22	1,501
2008.2/4	서초구	내곡동	2,668	6,774	3,609	3,165	6,626	3,531	3,095	148	78	70	2.47	839
2008.2/4	강남구	합계	228,107	570,755	275,485	295,270	562,500	271,357	291,143	8,255	4,128	4,127	2.45	37,879
2008.2/4	강남구	신사동	8,662	21,780	10,197	11,583	20,905	9,796	11,109	875	401	474	2.4	1,805
2008.2/4	강남구	논현1동	15,132	28,338	13,139	15,199	27,351	12,678	14,673	987	461	526	1.8	1,766
2008.2/4	강남구	논현2동	11,482	24,202	11,460	12,742	24,134	11,436	12,698	68	24	44	2.09	1,719
2008.2/4	강남구	압구정1동	6,384	17,310	8,267	9,043	17,275	8,255	9,020	35	12	23	2.69	1,640
2008.2/4	강남구	압구정2동	4,904	12,121	5,670	6,451	12,090	5,663	6,427	31	7	24	2.44	1,202
2008.2/4	강남구	청담1동	6,609	18,573	9,032	9,541	18,034	8,762	9,272	539	270	269	2.71	1,435
2008.2/4	강남구	청담2동	5,517	12,977	6,202	6,775	12,942	6,186	6,756	35	16	19	2.33	826
2008.2/4	강남구	삼성1동	6,000	16,366	8,363	8,003	15,581	7,920	7,661	785	443	342	2.58	1,130
2008.2/4	강남구	삼성2동	11,411	26,110	12,571	13,539	26,067	12,548	13,519	43	23	20	2.26	1,539
2008.2/4	강남구	대치1동	7,848	26,894	13,291	13,603	25,894	12,769	13,125	1,000	522	478	3.29	1,371
2008.2/4	강남구	대치2동	8,314	27,001	13,642	13,359	26,978	13,632	13,346	23	10	13	3.24	1,420
2008.2/4	강남구	대치3동	6,423	18,052	9,209	8,843	17,934	9,149	8,785	118	60	58	2.78	1,049
2008.2/4	강남구	대치4동	10,626	22,181	10,410	11,771	22,101	10,367	11,734	80	43	37	2.07	1,139
2008.2/4	강남구	역삼1동	20,850	37,488	17,950	19,538	35,968	17,186	18,782	1,520	764	756	1.71	2,089
2008.2/4	강남구	역삼2동	13,484	32,741	15,477	17,264	32,669	15,437	17,232	72	40	32	2.39	1,884
2008.2/4	강남구	도곡1동	8,427	23,471	11,431	12,040	22,695	10,986	11,709	776	445	331	2.67	1,481
2008.2/4	강남구	도곡2동	12,279	34,555	16,561	17,994	34,408	16,462	17,946	147	99	48	2.78	2,259
2008.2/4	강남구	개포1동	8,195	22,797	11,008	11,789	22,386	10,811	11,575	411	197	214	2.72	1,373
2008.2/4	강남구	개포2동	7,828	19,585	9,386	10,199	19,558	9,376	10,182	27	10	17	2.48	1,181
2008.2/4	강남구	개포3동	5,413	16,898	8,142	8,756	16,635	8,035	8,600	263	107	156	3.03	838
2008.2/4	강남구	개포4동	9,772	24,548	12,057	12,491	24,405	12,002	12,403	143	55	88	2.48	1,391
2008.2/4	강남구	일원본동	7,747	23,543	11,533	12,010	23,518	11,524	11,994	25	9	16	3.02	1,281
2008.2/4	강남구	일원1동	7,747	19,794	9,771	10,023	19,747	9,748	9,999	47	23	24	2.53	1,759
2008.2/4	강남구	일원2동	7,360	20,046	9,738	10,308	20,039	9,735	10,304	7	3	4	2.7	1,451
2008.2/4	강남구	수서동	7,666	18,052	8,226	9,826	17,924	8,181	9,743	128	45	83	2.32	2,194
2008.2/4	강남구	세곡동	2,027	5,332	2,752	2,580	5,262	2,713	2,549	70	39	31	2.58	657
2008.2/4	송파구	합계	241,207	638,577	314,536	324,041	630,981	311,045	319,936	7,596	3,491	4,105	2.59	43,413
2008.2/4	송파구	풍납1동	8,426	21,773	10,763	11,010	20,800	10,308	10,492	973	455	518	2.45	1,640
2008.2/4	송파구	풍납2동	11,538	30,298	14,766	15,532	30,228	14,734	15,494	70	32	38	2.59	2,015
2008.2/4	송파구	거여1동	5,987	16,676	8,419	8,257	16,317	8,275	8,042	359	144	215	2.7	1,098
2008.2/4	송파구	거여2동	11,800	30,904	15,641	15,263	30,778	15,584	15,194	126	57	69	2.57	2,335
2008.2/4	송파구	마천1동	8,082	20,302	10,335	9,967	19,841	10,170	9,671	461	165	296	2.43	1,742
2008.2/4	송파구	마천2동	8,831	24,028	12,222	11,806	23,931	12,179	11,752	97	43	54	2.68	2,114
2008.2/4	송파구	방이1동	6,309	18,270	9,055	9,215	17,639	8,764	8,875	631	291	340	2.78	1,151
2008.2/4	송파구	방이2동	11,297	26,272	12,952	13,320	26,210	12,929	13,281	62	23	39	2.29	1,692
2008.2/4	송파구	오륜동	6,423	21,353	10,429	10,924	21,308	10,409	10,899	45	20	25	3.31	1,175
2008.2/4	송파구	오금동	14,547	40,039	19,992	20,047	39,702	19,818	19,884	337	174	163	2.71	2,849
2008.2/4	송파구	송파1동	11,677	28,760	13,970	14,790	28,081	13,652	14,429	679	318	361	2.38	1,873
2008.2/4	송파구	송파2동	7,871	23,404	11,513	11,891	23,344	11,487	11,857	60	26	34	2.95	1,421
2008.2/4	송파구	석촌동	16,141	37,289	18,356	18,933	36,479	17,982	18,497	810	374	436	2.24	2,280
2008.2/4	송파구	삼전동	15,672	35,927	17,333	18,594	35,553	17,173	18,380	374	160	214	2.24	1,980
2008.2/4	송파구	가락본동	11,551	30,905	15,450	15,455	30,149	15,089	15,060	756	361	395	2.59	1,865
2008.2/4	송파구	가락1동	7,587	19,120	9,377	9,743	19,095	9,366	9,729	25	11	14	2.5	1,302
2008.2/4	송파구	가락2동	12,661	36,828	18,313	18,515	36,740	18,269	18,471	88	44	44	2.88	2,028
2008.2/4	송파구	문정1동	8,491	23,663	11,651	12,012	23,280	11,466	11,814	383	185	198	2.72	1,492
2008.2/4	송파구	문정2동	5,697	17,070	8,393	8,677	17,024	8,370	8,654	46	23	23	2.98	1,680
2008.2/4	송파구	장지동	10,353	27,383	13,538	13,845	27,293	13,494	13,799	90	44	46	2.61	1,933
2008.2/4	송파구	잠실본동	14,530	32,890	15,623	17,267	32,029	15,223	16,806	861	400	461	2.18	1,879
2008.2/4	송파구	잠실2동	-	9	5	4	-	-	-	9	5	4	-	-
2008.2/4	송파구	잠실3동	13,020	37,743	18,296	19,447	37,702	18,270	19,432	41	26	15	2.87	2,558
2008.2/4	송파구	잠실4동	3,242	9,266	4,504	4,762	9,130	4,435	4,695	136	69	67	2.79	801
2008.2/4	송파구	잠실6동	5,941	17,469	8,453	9,016	17,456	8,446	9,010	13	7	6	2.92	1,408
2008.2/4	송파구	잠실7동	3,533	10,936	5,187	5,749	10,872	5,153	5,719	64	34	30	3.06	1,102
2008.2/4	강동구	합계	175,617	470,044	235,555	234,489	465,108	233,474	231,634	4,936	2,081	2,855	2.63	32,376
